	id	name	readonly	readwrite	requirement
1572	n2dA_m	2-amino-2'-deoxyadenosine	-	x	x
1573	n2dAMP_m	2-amino-2'-deoxyadenosine monophosphate	-	x	x
1574	NA_m	sodium ion	-	x	x
1575	NAAD_m	nicotinic acid adenine dinucleotide	-	x	x
1576	NAC_m	nicotinate	-	x	x
1577	NAD_m	nicotinamide adenine dinucleotide, oxidized	-	x	x
1578	NADH_m	nicotinamide adenine dinucleotide, reduced	-	x	x
1579	NADP_m	nicotinamide adenine dinucleotide phosphate, oxidized	-	x	x
1580	NADPH_m	nicotinamide adenine dinucleotide phosphate, reduced	-	x	x
1581	NAMN_m	nicotinate/nicotinic acid mononucleotide	-	x	x
1582	NH3_m	ammonia	-	x	x
1583	NH4_m	ammonium	-	x	x
1584	NI_m	nickel	-	x	x
1585	nisin_m	nisin	-	x	x
1586	NMN_m	nicotinamide mononucleotide	-	x	x
1587	norfloxacin_m	Norfloxacin	-	x	x
1588	novobiocin_m	Novobiocin	-	x	x
1589	NR_m	Nicotinate D-ribonucleotide	-	x	x
1590	O2_m	oxygen	-	x	x
1591	O2edC_m	2'-O-ethyl-2'-deoxycytidine	-	x	x
1592	O2edCMP_m	2'-O-ethyl-2'-deoxycytidine monophosphate	-	x	x
1593	O2edT_m	2'-O-ethyl-2'-deoxythymidine	-	x	x
1594	O2edTMP_m	2'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1595	O2mdC_m	2'-O-methyl-2'-deoxycytidine	-	x	x
1596	O2mdCMP_m	2'-O-methyl-2'-deoxycytidine monophosphate	-	x	x
1597	O2mdT_m	2'-O-methyl-2'-deoxythymidine	-	x	x
1598	O2mdTMP_m	2'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
1599	O4edT_m	4'-O-ethyl-2'-deoxythymidine	-	x	x
1600	O4edTMP_m	4'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
1601	O4mdT_m	4'-O-methyl-2'-deoxythymidine	-	x	x
1602	O4mdTMP_m	4'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
1603	O6edG_m	6'-O-ethyl-2'-deoxyguanosine	-	x	x
1604	O6edGMP_m	6'-O-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1605	O6mdG_m	6'-O-methyl-2'-deoxyguanosine	-	x	x
1606	O6mdGMP_m	6'-O-methyl-2'-deoxyguanosine monophosphate	-	x	x
1607	OA_m	oxaloacetate	-	x	x
1608	OCDCA_m	octadecanoate (n-C18:0)	-	x	x
1609	OCDCEA_m	octadecenoate (n-C18:1)	-	x	x
1610	ODEC11GP_m	1-octadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1611	ODECG3P_m	1-octadecanoyl-sn-glycerol 3-phosphate	-	x	x
1612	OH_m	hydoxide anion	-	x	x
1613	ORN_m	ornithine	-	x	x
1614	oxo2dA_m	2-hydroxy-2'-deoxyadenosine	-	x	x
1615	oxo2dAMP_m	2-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1616	oxo8dA_m	8-hydroxy-2'-deoxyadenosine	-	x	x
1617	oxo8dAMP_m	8-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
1618	oxo8dG_m	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine	-	x	x
1619	oxo8dGMP_m	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate	-	x	x
1620	oxoethyl7dG_m	7-(2'-oxoethyl)-2'-deoxyguanosine	-	x	x
1621	oxoethyl7dGMP_m	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate	-	x	x
1622	PA120_m	1,2-didodecanoyl-sn-glycerol 3-phosphate	-	x	x
1623	PA140_m	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1624	PA141_m	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1625	PA160_m	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	-	x	x
1626	PA161_m	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
1627	PA180_m	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	-	x	x
1628	PA181_m	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
1629	PAP_m	Adenosine 3',5'-bisphosphate	-	x	x
1630	pCHOL_m	phosphoryl-choline	-	x	x
1631	PDLA5P_m	Pyridoxamine 5'-phosphate	-	x	x
1632	PEP_m	phosphoenolpyruvate	-	x	x
1633	PG160_m	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	-	x	x
1634	PG161_m	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	-	x	x
1635	PG181_m	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	-	x	x
1636	PGP160_m	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	-	x	x
1637	PGP161_m	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)	-	x	x
1638	PGP181_m	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	-	x	x
1639	PHE_m	L-phenylalanine	-	x	x
1640	PhePhe_m	L-phenylalanyl-L-phenylalanine	-	x	x
1641	PHPYR_m	phenylpyruvate	-	x	x
1642	PI_m	phosphate	-	x	x
1643	PL5P_m	Pyridoxal 5'-phosphate	-	x	x
1644	POE_SORBITAN_m	Polyoxyethylene (20) sorbitan	-	x	x
1645	PPAA_m	Phosphonoacetaldehyde	-	x	x
1646	PPGPP_m	Guanosine 3',5'-bis(diphosphate)	-	x	x
1647	PPHG_m	protoporphyrinogen IX	-	x	x
1648	PPI_m	diphosphate	-	x	x
1649	PPIX_m	protoporphyrin IX	-	x	x
1650	PRO_m	L-Proline	-	x	x
1651	proflavine_m	Proflavine	-	x	x
1652	ProPro_m	L-prolyl-L-proline	-	x	x
1653	PRPP_m	5-Phospho-alpha-D-ribose 1-diphosphate	-	x	x
1654	pSER_m	phosphoserine	-	x	x
1655	PSIURI_m	pseudouridine	-	x	x
1656	PSIURIMP_m	pseudouridine monophoshate	-	x	x
1657	pTHR_m	phosphothreonine	-	x	x
1658	PTRC_m	putrescine	-	x	x
1659	pTYR_m	Phosphotyrosine	-	x	x
1660	putdT_m	alpha-putrescinyl-2'-deoxythymidine	-	x	x
1661	putdTMP_m	alpha-putrescinyl-2'-deoxythymidine monophosphate	-	x	x
1662	PYDX_m	Pyridoxal	-	x	x
1663	PYR_m	pyruvate	-	x	x
1664	R1P_m	alpha-D-Ribose 1-phosphate	-	x	x
1665	R5P_m	alpha-D-Ribose 5-phosphate	-	x	x
1666	RBFLVRD_m	riboflavin, reduced	-	x	x
1667	rhodamine6G_m	Rhodamine 6G	-	x	x
1668	RIB_m	D-ribose	-	x	x
1669	RIBFLV_m	riboflavin, oxidized	-	x	x
1670	RL5P_m	D-Ribulose 5-phosphate	-	x	x
1671	s2U_m	2-thiouridine	-	x	x
1672	s2UMP_m	2-thiouridine monophosphate	-	x	x
1673	s4U_m	4-thiouridine	-	x	x
1674	s4UMP_m	4-thiouridine monophosphate	-	x	x
1675	S7P_m	D-sedoheptulose-7-phosphate	-	x	x
1676	SALA_m	3-Sulfino-L-alanine	-	x	x
1677	SBT_m	D-Sorbitol	-	x	x
1678	SBT6P_m	D-Sorbitol 6-phosphate	-	x	x
1679	SER_m	L-Serine	-	x	x
1680	SerSer_m	L-seryl-L-serine	-	x	x
1681	SNGLYP_m	sn-glycerol-1-phosphate	-	x	x
1682	SO2_m	sulfur dioxide	-	x	x
1683	SO4_m	sulphate	-	x	x
1684	SPMD_m	spermidine	-	x	x
1685	STEROL_m	cholesterol	-	x	x
1686	T3P1_m	D-glyceraldehdye-3-phosphate	-	x	x
1687	T3P2_m	Dihydroxyacetone phosphate	-	x	x
1688	TAG16P_m	D-Tagatose 1,6-biphosphate	-	x	x
1689	TAG6P_m	D-Tagatose 6-phosphate	-	x	x
1690	tBHP_m	tert-butylhydroperoxide	-	x	x
1691	tBOH_m	tert-Butanol	-	x	x
1692	TDECEG3P_m	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
1693	TDECG3P_m	1-tetradecanoyl-sn-glycerol 3-phosphate	-	x	x
1694	TDP_m	TDP	-	x	x
1695	tetraphenylphosphonium_m	tetraphenylphosphonium	-	x	x
1696	THF_m	5,6,7,8-Tetrahydrofolate	-	x	x
1697	THM_m	thiamine	-	x	x
1698	THMP_m	Thiamin monophosphate	-	x	x
1699	THR_m	L-Threonine	-	x	x
1700	ThrThr_m	L-threonyl-L-threonine	-	x	x
1701	THY_m	thymine	-	x	x
1702	TPP_m	thiamine diphosphate	-	x	x
1703	TRIBUTYRIN_m	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin	-	x	x
1704	TRILAURIN_m	trilaurin	-	x	x
1705	TRIMYRISTIN_m	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate	-	x	x
1706	TRIOLEIN_m	triolein	-	x	x
1707	TRIPALMITIN_m	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate	-	x	x
1708	TRISTEARIN_m	Tristearin	-	x	x
1709	TRI_HDCEA_IN_m	triacylglycerol of {Hexadecenoate acid}	-	x	x
1710	TRI_TTDCEA_IN_m	triacylglycerol of {tetradecenoic acid}	-	x	x
1711	TRP_m	L-tryptophan	-	x	x
1712	TrpTrp_m	L-trytophanyl-L-trytophan	-	x	x
1713	TTDCA_m	tetradecanoate (n-C14:0)	-	x	x
1714	TTDCEA_m	tetradecenoate (n-C14:1)	-	x	x
1715	TTP_m	TTP	-	x	x
1716	TWEEN80_m	Tween 80; Polyoxyethylene (20) sorbitan monooleate; polysorbate 80	-	x	x
1717	TYR_m	L-tyrosine	-	x	x
1718	TyrTyr_m	L-tyrosyl-L-tyrosine	-	x	x
1719	U23CMP_m	2',3'-Cyclic UMP	-	x	x
1720	U3MP_m	3'-UMP	-	x	x
1721	UDP_m	UDP	-	x	x
1722	UDPG_m	UDP-glucose	-	x	x
1723	UDPGAL_m	UDP-galactose	-	x	x
1724	UDPGALF_m	UDP-D-galacto-1,4-furanose	-	x	x
1725	Um_m	2'-O-methyluridine	-	x	x
1726	UmMP_m	2'-O-methyluridine monophosphate	-	x	x
1727	UMP_m	UMP	-	x	x
1728	URA_m	uracil	-	x	x
1729	URI_m	uridine	-	x	x
1730	UTP_m	UTP	-	x	x
1731	VAL_m	L-Valine	-	x	x
1732	ValVal_m	L-valyl-L-valine	-	x	x
1733	vinyl_chloride_m	Vinylchloride	-	x	x
1734	X5P_m	D-Xylulose 5-phosphate	-	x	x
1735	XAN_m	xanthine	-	x	x
1736	XTSN_m	xanthosine	-	x	x
1737	ZN_m	zinc ion	-	x	x
1738	MG_124_MONOMER_m	thioredoxin	-	x	x
1739	MG_287_MONOMER_m	acyl carrier protein	-	x	x
1740	MG_124_MONOMER_ox_m	oxidized thioredoxin	-	x	x
1741	MG_229_231_TETRAMER_m	ribonucleoside-diphosphate reductase	-	x	x
1742	MG_229_231_TETRAMER_ox_m	oxidized ribonucleoside-diphosphate reductase	-	x	x
1743	MG_287_MONOMER_ACP_m	holo acyl carrier protein	-	x	x
1744	MG_287_MONOMER_ddcaACP_m	Dodecanoyl-ACP (n-C12:0ACP)	-	x	x
1745	MG_287_MONOMER_hdeACP_m	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	-	x	x
1746	MG_287_MONOMER_myrsACP_m	Myristoyl-ACP (n-C14:0ACP)	-	x	x
1747	MG_287_MONOMER_ocdcaACP_m	Octadecanoyl-ACP (n-C18:0ACP)	-	x	x
1748	MG_287_MONOMER_octeACP_m	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	-	x	x
1749	MG_287_MONOMER_palmACP_m	Palmitoyl-ACP (n-C16:0ACP)	-	x	x
1750	MG_287_MONOMER_tdeACP_m	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	-	x	x
1751	MG_427_DIMER_m	osmotically inducible peroxidase	-	x	x
1752	MG_427_DIMER_ox_m	oxidized osmotically inducible peroxidase	-	x	x
1753	MG_454_DIMER_m	thiol-dependent peroxidase	-	x	x
1754	MG_454_DIMER_ox_m	oxidized thiol-dependent peroxidase	-	x	x
1755	MG_271_272_273_274_192MER	pyruvate dehydrogenase	x	-	-
1756	MG_357_DIMER	acetate kinase	x	-	-
1757	MG_482_DIMER	holo-(acyl-carrier-protein) synthase	x	-	-
1758	MG_123_DIMER	arginine deaminase	x	-	-
1759	MG_171_MONOMER	adenylate kinase	x	-	-
1760	MG_171_MONOMER	adenylate kinase	x	-	-
1761	MG_171_MONOMER	adenylate kinase	x	-	-
1762	MG_171_MONOMER	adenylate kinase	x	-	-
1763	MG_276_DIMER	adenine phosphoribosyltransferase	x	-	-
1764	MG_398_399_400_401_402_403_404_405_22MER	H(+)-transporting two-sector ATPase	x	-	-
1765	MG_333_DIMER	FMN-dependent NADH-azoreductase, putative	x	-	-
1766	MG_052_DIMER	cytidine deaminase	x	-	-
1767	MG_052_DIMER	cytidine deaminase	x	-	-
1768	MG_437_DIMER	phosphatidate cytidylyltransferase	x	-	-
1769	MG_437_DIMER	phosphatidate cytidylyltransferase	x	-	-
1770	MG_437_DIMER	phosphatidate cytidylyltransferase	x	-	-
1771	MG_437_DIMER	phosphatidate cytidylyltransferase	x	-	-
1772	MG_437_DIMER	phosphatidate cytidylyltransferase	x	-	-
1773	MG_437_DIMER	phosphatidate cytidylyltransferase	x	-	-
1774	MG_437_DIMER	phosphatidate cytidylyltransferase	x	-	-
1775	MG_356_MONOMER	choline/ethanolamine kinase, putative	x	-	-
1776	MG_330_MONOMER	cytidylate kinase	x	-	-
1777	MG_330_MONOMER	cytidylate kinase	x	-	-
1778	MG_434_HEXAMER	uridylate kinase	x	-	-
1779	MG_264_MONOMER	dephospho-CoA kinase	x	-	-
1780	MG_130_MONOMER		x	-	-
1781	MG_130_MONOMER		x	-	-
1782	MG_130_MONOMER		x	-	-
1783	MG_130_MONOMER		x	-	-
1784	MG_053_TRIMER	phosphoglucomutase/phosphomannomutase, putative	x	-	-
1785	MG_336_DIMER	cysteine desulfurase	x	-	-
1786	MG_171_MONOMER	adenylate kinase	x	-	-
1787	MG_050_MONOMER	deoxyribose-phosphate aldolase	x	-	-
1788	MG_049_HEXAMER	purine nucleoside phosphorylase	x	-	-
1789	MG_049_HEXAMER	purine nucleoside phosphorylase	x	-	-
1790	MG_049_HEXAMER	purine nucleoside phosphorylase	x	-	-
1791	MG_049_HEXAMER	purine nucleoside phosphorylase	x	-	-
1792	MG_049_HEXAMER	purine nucleoside phosphorylase	x	-	-
1793	MG_049_HEXAMER	purine nucleoside phosphorylase	x	-	-
1794	MG_049_HEXAMER	purine nucleoside phosphorylase	x	-	-
1795	MG_107_DIMER	guanylate kinase	x	-	-
1796	MG_369_DIMER	DAK2 phosphatase domain protein	x	-	-
1797	MG_228_TETRAMER	dihydrofolate reductase	x	-	-
1798	MG_105_OCTAMER	putative DNA integrity scanning protein	x	-	-
1799	MG_407_DIMER	enolase	x	-	-
1800	MG_023_DIMER	fructose-1,6-bisphosphate aldolase, class II	x	-	-
1801	MG_013_DIMER	methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase	x	-	-
1802	MG_013_DIMER	methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase	x	-	-
1803	MG_342_MONOMER	NADPH-dependent FMN reductase domain protein	x	-	-
1804	MG_342_MONOMER	NADPH-dependent FMN reductase domain protein	x	-	-
1805	MG_342_MONOMER	NADPH-dependent FMN reductase domain protein	x	-	-
1806	MG_342_MONOMER	NADPH-dependent FMN reductase domain protein	x	-	-
1807	MG_063_DIMER	1-phosphofructokinase, putative	x	-	-
1808	MG_053_TRIMER	phosphoglucomutase/phosphomannomutase, putative	x	-	-
1809	MG_245_MONOMER	5-formyltetrahydrofolate cyclo-ligase, putative	x	-	-
1810	MG_013_DIMER	methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase	x	-	-
1811	MG_118_DIMER	UDP-glucose 4-epimerase	x	-	-
1812	MG_453_TETRAMER	UTP-glucose-1-phosphate uridylyltransferase	x	-	-
1813	MG_301_TETRAMER	glyceraldehyde-3-phosphate dehydrogenase, type I	x	-	-
1814	MG_137_DIMER	UDP-galactopyranose mutase	x	-	-
1815	MG_038_TETRAMER	glycerol kinase	x	-	-
1816	MG_293_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1817	MG_293_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1818	MG_293_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1819	MG_293_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1820	MG_293_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1821	MG_394_TETRAMER	serine hydroxymethyltransferase	x	-	-
1822	MG_394_TETRAMER	serine hydroxymethyltransferase	x	-	-
1823	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1824	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1825	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1826	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1827	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1828	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1829	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1830	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1831	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1832	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1833	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1834	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1835	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1836	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1837	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1838	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1839	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1840	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1841	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1842	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1843	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1844	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1845	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1846	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1847	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1848	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1849	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1850	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1851	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1852	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1853	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1854	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1855	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1856	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1857	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1858	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1859	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1860	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1861	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1862	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1863	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1864	MG_517_MONOMER	glycosyl transferase, group 2 family protein	x	-	-
1865	MG_107_DIMER	guanylate kinase	x	-	-
1866	MG_107_DIMER	guanylate kinase	x	-	-
1867	MG_107_DIMER	guanylate kinase	x	-	-
1868	MG_107_DIMER	guanylate kinase	x	-	-
1869	MG_430_MONOMER	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	x	-	-
1870	MG_039_DIMER	FAD-dependent glycerol-3-phosphate dehydrogenase, putative	x	-	-
1871	MG_259_TETRAMER	modification methylase	x	-	-
1872	MG_458_TETRAMER	hypoxanthine phosphoribosyltransferase	x	-	-
1873	MG_458_TETRAMER	hypoxanthine phosphoribosyltransferase	x	-	-
1874	MG_460_TETRAMER	L-lactate dehydrogenase/malate dehydrogenase	x	-	-
1875	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1876	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1877	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1878	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1879	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1880	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1881	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1882	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1883	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1884	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1885	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1886	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1887	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1888	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1889	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1890	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1891	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1892	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1893	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1894	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1895	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1896	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1897	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1898	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1899	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1900	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1901	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1902	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1903	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1904	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1905	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1906	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1907	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1908	MG_310_MONOMER	hydrolase, Putative esterase/lipase 1	x	-	-
1909	MG_327_MONOMER	hydrolase, Putative esterase/lipase 2	x	-	-
1910	MG_344_MONOMER	hydrolase, Putative esterase/lipase 3	x	-	-
1911	MG_270_MONOMER	lipoyltransferase/lipoate-protein ligase, putative	x	-	-
1912	MG_460_TETRAMER	L-lactate dehydrogenase/malate dehydrogenase	x	-	-
1913	MG_228_TETRAMER	dihydrofolate reductase	x	-	-
1914	MG_047_TETRAMER	S-adenosylmethionine synthetase	x	-	-
1915	MG_385_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1916	MG_385_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1917	MG_385_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1918	MG_385_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1919	MG_385_DIMER	glycerophosphoryl diester phosphodiesterase family protein	x	-	-
1920	MG_408_MONOMER	methionine-S-sulfoxide reductase	x	-	-
1921	MG_448_MONOMER	methionine-R-sulfoxide reductase	x	-	-
1922	MG_383_DIMER	NH(3)-dependent NAD+ synthetase, putative	x	-	-
1923	MG_128_HEXAMER	inorganic polyphosphate/ATP-NAD kinase, probable	x	-	-
1924	MG_240_HEXAMER	nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein	x	-	-
1925	MG_240_HEXAMER	nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein	x	-	-
1926	MG_275_TETRAMER	NADH oxidase	x	-	-
1927	MG_229_231_TETRAMER	ribonucleoside-diphosphate reductase	x	-	-
1928	MG_229_231_TETRAMER	ribonucleoside-diphosphate reductase	x	-	-
1929	MG_229_231_TETRAMER	ribonucleoside-diphosphate reductase	x	-	-
1930	MG_230_MONOMER	ribonucleotide reductase stimulatory protein	x	-	-
1931	MG_229_231_TETRAMER	ribonucleoside-diphosphate reductase	x	-	-
1932	MG_051_DIMER	pyrimidine-nucleoside phosphorylase	x	-	-
1933	MG_051_DIMER	pyrimidine-nucleoside phosphorylase	x	-	-
1934	MG_215_TETRAMER	6-phosphofructokinase	x	-	-
1935	MG_215_TETRAMER	6-phosphofructokinase	x	-	-
1936	MG_215_TETRAMER	6-phosphofructokinase	x	-	-
1937	MG_215_TETRAMER	6-phosphofructokinase	x	-	-
1938	MG_215_TETRAMER	6-phosphofructokinase	x	-	-
1939	MG_111_DIMER	glucose-6-phosphate isomerase	x	-	-
1940	MG_300_MONOMER	phosphoglycerate kinase	x	-	-
1941	MG_300_MONOMER	phosphoglycerate kinase	x	-	-
1942	MG_300_MONOMER	phosphoglycerate kinase	x	-	-
1943	MG_300_MONOMER	phosphoglycerate kinase	x	-	-
1944	MG_300_MONOMER	phosphoglycerate kinase	x	-	-
1945	MG_053_TRIMER	phosphoglucomutase/phosphomannomutase, putative	x	-	-
1946	MG_114_DIMER	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	x	-	-
1947	MG_114_DIMER	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	x	-	-
1948	MG_114_DIMER	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	x	-	-
1949	MG_212_MONOMER	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1950	MG_212_MONOMER	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1951	MG_212_MONOMER	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1952	MG_212_MONOMER	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1953	MG_212_MONOMER	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1954	MG_212_MONOMER	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1955	MG_212_MONOMER	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	x	-	-
1956	MG_368_DIMER	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1957	MG_368_DIMER	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1958	MG_368_DIMER	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1959	MG_368_DIMER	fatty acid/phospholipid synthesis protein PlsX	x	-	-
1960	MG_368_DIMER	fatty acid/phospholipid synthesis protein PlsX	x	-	-
